Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
RSK-PP-000021,Project Management,Time,Pelan Pelaksanaan belum diterima dan disemak oleh Work Stream / Tower Kerajaan,"1. Mengemukakan pelan pelaksanaan dengan kadar segera bagi membolehkan semakan dapat dilakukan oleh Work Stream/ Tower Kerajaan.
2. Mengadakan perbincangan bersama supaya jadual pelaksanaan antara IV&V dan IPM dapat diselaraskan.",Tower Project Management Kontraktor ,4,4,16,Closed
RSK-APT-000034,Application and Technical,ICT Security,Kekangan penggunaan Application Lifecycle Management (ALM) i.e. JIRA yang tidak boleh berada di on-premise KDN.,"1.	Menggunakan software tools lain yang boleh berada di on-premise KDA, atau
2.	Memberi justifikasi kepada Pihak Kerajaan sekiranya penggunaan JIRA cloud tidak akan memberi ancaman keselamatan dan kerahsiaan.","Pasukan IV&V

Perbincangan dengan PPK pada 9-Julai, 2021, untuk menetapkan tarikh lawatan ke MTSSB Software Testing Lab

Penghantaran surat kepada Kerajaan dijangka pada 12 Julai 2021.",2,2,4,Closed
RSK-STR-000008,Strategic,Policy,Tiada Enterprise Architecture Office bagi Jabatan Imigresen.,"Pihak Kerajaan (JIM) hendaklah mewujudkan Enterprise Architecture office sebelum fasa rekabentuk bermula.
","Bahagian Policy dan Perancangan Strategic JIM/ BTMR / Tower Bisnes Kerajaan
30 Ogos 2024
",4,4,16,Closed
RSK-PP-000025,Project Management,Human Resource,Human Resource yang tidak mencukupi untuk aktiviti static testing bagi setiap URS.,"1.	Penambahan Human Resource bagi memenuhi keperluan tempoh masa dan kualiti aktiviti pengujian; dan
2.	Penggunaan tools untuk mempercepatkan aktiviti static testing.","Pasukan IV&V
30-Jul-2021 (Sebelum sesi semakan URS)",4,4,16,Closed
RSK-PP-000020,Project Management,Cost,Penggunaan 50 unit lesen EPMPro yang dicadangkan untuk kegunaan Projek  selama empat (4) tahun tidak memenuhi keperluan projek.  EPMPRo bukannya perpetual model dan licence fee akan dikenakan selepas CoA. ,"1. Membuat penilaian terhadap bilangan pengguna yang akan menggunakan sistem ini mengikut organisasi, jabatan, atau tower. 
2. Membentang dan memperolehi persetujuan Kerajaan untuk Cost tambahan PMIS yang terlibat selepas CoA.","Tower Pengurusan Kontraktor :
Item1 & Item2: 15 Ogos 2021",5,5,25,Closed
RSK-PP-000019,Project Management,Procurement,Kemungkinan berlakunya kekangan eksport perkakasan daripada Syarikat Cellebrite disebabkan oleh perubahan peraturan Amerika Syarikat. ,"Kontraktor  perlu membuat perbincangan dengan vendor yang berurusan dengan Syarikat Cellebrite untuk memastikan punca Risk tidak akan menjadi kekangan untuk pengeksportan ke Malaysia. Sebagai alternatif, perbincangan langsung diperlukan dengan JIM sama ada perkakasan lain boleh digunakan untuk menyempurnakan BPR yang terlibat.   ",,5,5,25,Closed
RSK-PP-000011,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,"1. Kontraktor  perlu mengemukakan senarai sub kontraktor yang akan dilantik untuk persetujuan pihak Kerajaan.


2. Kerajaan dan Kontraktor  hendaklah memastikan kontrak mengandungi  terma-terma berkenaan pelantikan, skop kerja dan penamatan sub kontraktor",,4,4,16,Closed
RSK-PP-000012,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,"1. Kontraktor  hendaklah membuat persediaan Human Resource seawal mendapat surat pelantikan melalui SST. 

2. Kontraktor  hendaklah menyediakan Pelan Pengurusan Sumber yang komprehensif dan 
terperinci selari dengan penyediaan PMP.

3. Kontraktor  hendaklah melaksanakan dan mematuhi kepada pelan pengurusan yang dipersetujui.

4. PPK hendaklah menguatkuasakan terma dan klausa kontrak.
",,4,4,16,Closed
RSK-PP-000013,Project Management,Human Resource,Kebocoran dan penyalahgunaan maklumat yang disalurkan kepada kontraktor dan sub kontraktor yang belum melepasi tapisan e-Vetting.,Kontraktor  telah mengemukakan maklumat e-Vetting untuk 54 orang Kontraktor  dan 11 orang Sub-Kontraktor  pada 17 dan 24 Mac 2021.,,5,5,25,Closed
RSK-APT-000023,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,"1.	Melaksanakan sistem demo & walkthrough berdasarkan fungsi-fungsi URS PMIS untuk mengenalpasti kehendak dan keperluan pengguna serta memberi keyakinan Go-Live pada Julai 2021. Kesediaan 70% keperluan URS PMIS berdasarkan EPMPRo boleh ditentukan untuk memberi keyakinan pennguna.
2.	Pemetaan di antara EPMPRo dan fungsi-fungsi PMIS perlu didokumenkan sebagai traceability matrix bagi memudahkan pemantauan",,5,5,25,Closed
RSK-PP-000014,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.","1. Menyediakan IPP yang terperinci merangkumi aktiviti- aktiviti bagi semua kontraktor dalam .

2. Pasukan kerajaan menetapkan Critical Path projek dengan mewujudkan Integrated Project Plan (IPP) dengan kadar segera serta memastikan penghantaran dokumen mematuhi SDLC dan diserahkan secara berkala ","Tower Project Management Kontraktor ; 
IPM,
IV&V; dan
Tower Project Management Kerajaan

30 September 2021
",4,4,16,Closed
RSK-PP-000015,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,"1. PPK/ IPM hendaklah memantau penyediaan PMP mengikut tempoh masa yang ditetapkan.

2. PPK hendaklah menguatkuasakan terma kontrak dan penalti.","Tower Project Management Kerajaan 
Item 1 dan 2: M4",3,4,12,Closed
RSK-APT-000024,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,"1. Pihak Kontraktor mestilah menambah baik proses
2. Pihak Kontraktor mestilah memantau penggunaan proses dan berupaya menyesuaikan proses tersebut secara efektif dalam masa yang singkat (iaitu dalam jangka masa bengkel RDS) 
","Tower Aplikasi Kontraktor 
30 Ogos 2021",3,3,9,Closed
RSK-OPS-000014,Operation,Training,Kekerapan pertukaran pegawai JIM.,"1. Skop pelaksanaan difokuskan kepada pegawai yang terlibat dengan  sahaja memandangkan pusingan kerja adalah tertakluk kepada arahan dalam Pekeliling Perkhidmatan Bil. 3 Tahun 2004 yang perlu dilaksanakan. Cadangan supaya pengecualian pusingan kerja adalah dalam tempoh pembangunan sehingga projek berjaya dilaksanakan.

2. Transfer of knowledge / On job training.","Bahagian Human Resource JIM 
Item 1: 30 Sept 2021

Tower Bisnes Kontraktor 
Item 2: 30 Sept 2021
",5,3,15,Closed
RSK-PP-000017,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,"1. Kontraktor  perlu menyediakan Jadual Pelaksanaan yang komprehensif, menyeluruh, jelas dan boleh dilaksanakan.

2. Membangunkan PMIS bagi memantau dan mengawal selia pelaksanaan projek .

3. Kontraktor  akan menyediakan Pelan mitigasi untuk mengelakan kelewatan pelaksanaan projek. PMP dan MIP","Tower Project Management Kontraktor  
Item1: 26 Julai 2021
Item2: 30 Ogos 2021
 Item3: 30 Disember 2021


",4,4,16,Closed
RSK-APT-000035,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,"1. Kontraktor  perlu melakukan perolehan/ tempahan perkakasan/ peralatan dengan segera;

2. Mendapatkan surat jaminan dari pembekal bagi pembekalan, perkakasan/ peralatan yang mencukupi dan menepati jadual pelaksanaan yang ditetapkan: dan

3. Memuktamadkan BOQ peralatan dan perkakasan dengan segera.","Tower Infrastruktur Kontraktor 

Item1: 30 Oktober 2021

Item2: 30 Oktober 2021

Item3: 30 Oktober 2021",3,5,15,Closed
RSK-OPS-000013,Operation,Training,"Rekod Training pegawai yang tidak dikemaskini.

",Pihak JIM perlu mewujudkan pengurusan Training yang efisen dan efektif bagi merekodkan serta memantau keperluan Training pegawai bagi meningkatkan kompetensi serta prestasi dari semasa ke semasa.,"Tower Bisnes Kerajaan
30 Ogos 2021
(Portal LMS selesai dibangunkan)

30 Ogos 2024 (pemantauan sepanjang tempoh pelaksanaan projek)",5,2,10,Closed
RSK-OPS-000012,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .

","1. Tower BIsnes hendaklah menyediakan Pelan Pengurusan Perubahan yang mengambilkira penglibatan semua peringkat pemegang taruh sepanjang pelaksanaan  dan selepas sistem go-live dalam tempoh pra-projek.

2. Tower BIsnes hendaklah melaksanakan aktiviti penilaian penerimaan terhadap sistem baharu secara berkala bagi mengukur tahap penerimaan pemegang taruh. 

3 .Tower Bisnes hendaklah mewujudkan repositori pekeliling yang boleh dicapai oleh semua pegawai dan mengemaskini pekeliling dari masa ke semasa.  

4. Ketua Unit/ Bahagian/ Cawangan perlu mendapat  pengesahan baca dan faham pekeliling yang diedarkan dari setiap pegawai yang terlibat. ","Kontraktor / Tower Bisnes Kerajaan
Item1: 30 Julai 2021
Item2: 30 Mei 2025

Tower Bisnes
Item3: 30 Julai 2024
(selepas sistem Go-Live sepenuhnya)
Item4: 30 Ogos 2025 (berterusan sehingga tamat kontrak)",3,4,12,Closed
RSK-PP-000016,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"1. Fasa 1 - 30 Ogos 2021
Pembangunan/  Konfigurasi 18 Modul Aplikasi 
1. Pengurusan Kontrak
2. Pengurusan Portfolio
3. Pengurusan Jadual
4. Deployment
5. Pengurusan Cost
6. Pengurusan Serahan
7. Dashboard dan laporan
8. Pengurusan Kawalan Kualiti
9. Pengurusan Risk
10. Pengurusan Isu
11. Pengurusan Tindakan
12. Pengurusan Keperluan
13. Pengurusan Kawalan Pindaan
14. Pengurusan Dokumen
15. Pengurusan Human Resource
16. Dashboard Report Risk, Isu, Action
17. Dashboard Module Integration dan Change Request
18. Pengurusan Aset

2. Fasa 2 -  November 2021
19. Public facing -DNS readiness, portal , SMTP 
20. Integrasi tool dengan DevOp dan JIRA

3. Dokumen URS hendaklah dimuktamadkan dan disahkan oleh pemilik modul","Tower Project Management Kontraktor 
31 Disember 2021 (M10)

Cadangan Tarikh baharu: 1 April 2022 
(Jika CR diluluskan)",4,5,20,Closed
RSK-PP-000009,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,"1. Kerajaan menjadi sebagai penghubung diantara sistem Kerajaan yang lain dengan kontraktor .

1. Mengenal pasti 24 agensi yang akan berintegrasi dengan .

2. Mengenal pasti agensi yang melibatkan Cost tambahan bagi pelaksanaan integrasi dengan 

2. Perbincangan terperinci dengan Kontraktor  perlu dilakukan semasa fasa RDS / Requirement Study bersama semua pihak terlibat bagi membolehkan pihak agensi membuat persiapan dan tindakan awal seperti permohonan bajet, perbincangan dengan kontraktor untuk semua sistem-sistem yang terlibat di agensi.


3. PPK hendaklah mengenal pasti keutamaan agensi untuk pelaksaaan integrasi yang melibatkan Cost tambahan.","Tower Aplikasi Kerajaan
Item 1: Sebelum RDS dimuktamadkan (September 2021)

Tower Aplikasi Kerajaan
Item 2: 31 Januari 2022


Tower Aplikasi dan Bisnes Kerajaan
Item3: 31 Januari 2022

Workstream Integrasi
Item 1- 3: Sebelum Serahan Pelan Integrasi Sistem (Final) 
31 Januari 2022

",2,5,10,Closed
RSK-PP-000003,Project Management,Kualiti,Serahan projek kurang berkualiti.,"1. Kontraktor  hendaklah membangunkan Pelan Pengurusan Kualiti dan Pelan Pengujian (Test Plan) yang komprehensif dan melaksanakan pelan tersebut dengan sempurna.

2. Sebarang serahan/ deliverables  semasa pelaksanaan projek, Kontraktor  hendaklah:_x000B_

_x000B_a) mengguna pakai templat yang telah disediakan oleh Kerajaan;_x000B__x000B_

b) melalui proses kualiti diperingkat dalaman Kontraktor terlebih dahulu sebelum serahan dibuat; dan_x000B__x000B_

c) Pihak IV&V perlu menyemak serahan/ deliverable (teknikal) dan memberi pandangan untuk meningkatkan kualiti kepada pihak kontraktor.


d)  Kontraktor perlu melengkapkan borang    semakan bagi setiap serahan.

3.Pihak Kerajaan (JIM) perlu menyemak dengan teliti dan mengesahkan keperluan sistem yang dinyatakan dalam dokumen URS dan SRS adalah memenuhi keperluan Kerajaan._x000B__x000B_

4. Pembangunan  oleh Kontraktor  hendaklah menggunakan metodologi yang telah ditetapkan dan dipersetujui oleh pihak Kerajaan","Tower Project Management Kontraktor 
Item1, Item2, Item4 & Item5: M39

Jabatan Imigresen Malaysia
Item3: M39",4,4,16,Closed
RSK-OPS-000009,Operation,Training,"Bilangan tenaga pengajar yang berpengalaman dan mahir dalam bidang berkaitan tidak mencukupi.
","1. Pihak JIM hendaklah mewujudkan pasukan Master Trainer yang terlatih (dalam aspek kepenggunaan ) semasa fasa permulaan projek. Pemilihan Master Trainer hendaklah berdasarkan kriteria atau senarai semak yang bersesuaian.

2. Kontraktor  hendaklah menyediakan TNA yang jelas untuk Master Trainer semasa fasa permulaan projek sebagai persediaan sebagai Master Trainer.

3. Kontraktor  hendaklah melatih Master Trainer mengikut Training Plan yang telah ditetapkan dan silibus untuk Master Trainer hendaklah komprehensif dan menyeluruh.","Bahagian Human Resource JIM
Item 1: M19

Tower Pengurusan Perubahan Kontraktor 
Item 2 dan 3: M23, M27, M31 dan M35",3,4,12,Closed
RSK-OPS-000005,Operation,Training,Masa Training yang tidak sesuai terutama bagi pegawai yang bertugas shift/ one-man show.,"1. Kontraktor  hendaklah menyediakan jadual Training alternatif dan membuat penjadualan semula bagi pegawai yang tidak dapat hadir.

2. Kontraktor  hendaklah menyediakan Training atas talian/ Computer Based Training (CBT) sebagai alternatif.

3. Penyediaan TOR dan RACI yang jelas di dalam Pelan Pengurusan Komunikasi.","Tower Bisnes Kontraktor 
Item1: M19 Sebelum R1 bermula
Item2: M19 Sebelum R1 bermula",5,4,20,Closed
RSK-OPS-000003,Operation,Training,Peserta mempunyai masalah kefahaman terhadap apa yang disampaikan oleh tenaga pengajar semasa sesi Training dijalankan.,"1. Kontraktor  hendaklah melaksanakan Training  dalam Bahasa Melayu dan perlu dinyatakan di dalam kontrak. 

2. Kontraktor  hendaklah menyediakan tenaga pengajar yang berpengetahuan dan berpengalaman dalam mempelbagaikan teknik penyampaian supaya pengisian Training tersebut menjadi lebih seronok dan menarik minat peserta. 
","Tower Bisnes Kontraktor 
Item2: M19

Tower Pengurusan Kontraktor 
Item 1: M9

",3,2,6,Closed
RSK-APT-000007,Application and Technical,System Development,Versi sistem tidak selari antara HQ dan cawangan-cawangan.,"1. Kontraktor  hendaklah menyediakan kaedah kawalan versi secara automasi, menyeluruh dan komprehensif.

2. Kontraktor  hendaklah menyediakan satu mekanisma pemberitahuan kepada pengguna sekiranya berlaku sebarang perubahan versi. ","Tower Project Management Kontraktor 
Item1  dan Item2:M27",3,5,15,Closed
RSK-PP-000002,Project Management,Cost,Cost projek melebihi peruntukan siling yang ditetapkan. ,"1. Pembangunan Pelan Pengurusan Skop.

2. Pemantauan pelan pengurusan skop",Kontraktor ,3,4,12,Closed
RSK-APT-000004,Application and Technical,System Development,"SLA  (sistem availability) tidak dapat memenuhi keperluan SLA JIM.
","1. i) Keperluan SLA hendaklah dipersetujui oleh kedua-dua pihak Kerajaan dan Kontraktor  dan dinyatakan dengan jelas dalam Kontrak.
ii) Kontraktor  perlu memenuhi Keperluan SLA  availability sistem adalah 99.9%. Di dalam deraf kontrak, Kontraktor  bersetuju dengan SLA 99.9%. 
iii) Dicadangkan untuk dipindahkan ke Fasa Pelaksanaan (mulai COA)

2. Kontraktor  hendaklah melaksanakan performance test secara menyeluruh sebelum aktiviti rollout/ deployment setiap fasa dilaksanakan. Kerajaan perlu terlibat dalam aktiviti ini. 

3. Kontraktor  perlu menyediakan monitoring system (aplikasi, perkakasan dan sekuriti) yang komprehensif sebelum aktiviti pengujian sistem dilaksanakan. ","Tower Project Management Kerajaan 
Item 1: M7 
(Dicadangkan tukar tarikh: M12
31 Disember 2021)
Item 2: M12

Tower Teknikal Kontraktor 
Dicadangkan untuk tukar pemilik kepada: Tower Pengurusan
Item 1: 31 Disember 2021
Item 2: M12 (31 Jan. 2021)
Item 3: M12 (31 Jan. 2021)",5,5,25,Closed
"RSK-PP-000005

",Project Management,Procurement,"Pelantikan kontraktor yang tidak kompeten dan berwibawa.

","1. Pihak Kerajaan (Bahagian Perolehan KDN) hendaklah Mencadangkan/menasihati Lembaga Tender supaya memilih syarikat yang memenuhi spesifikasi teknikal dan kewangan semasa proses pemilihan kontraktor.

2. Pihak Kerajaan (Tower Project Management) hendaklah Menyediakan terma-terma kontrak yang menjaga kepentingan Kerajaan. Pihak Kerajaan hendaklah dan menguatkuasakan terma-terma kontrak jika Kontraktor ingkar/tidak mematuhi keperluan projek.

IPM akan melaporkan sebagai Isu atau penilaian laporan bulanan.

3. PPK hendaklah  membuat penilaian prestasi ke atas kontraktor secara berkala iaitu setiap enam (6) bulan sekali.

4. Membuat serahan deliverable yang berkualiti mengikut tempoh yang telah ditetapkan.

5. Menyediakan Training kepada ahli pasukan projek Kontraktor  mengikut pelan operasi Training.

5. Kontraktor hendaklah menyediakan Human Resource yang kompeten dan mencukupi mengikut Pelan Pengurusan Sumber yang telah dipersetujui. Human Resource yang dilantik khas untuk melaksanakan projek .

Menyediakan terma-terma kontrak berkaitan pelantikan kontraktor yang tidak kompeten dan berwibawa.","Bahagian Perolehan KDN
Item1: 30 September 2021

Tower Project Management Kerajaan
Item2: 
31 Januari 2022

Tower Project Management Kerajaan (PPK)
Item3: 
31 Disember 2021

Tower Project Management Kerajaan (Kualiti)
Item4: 

Tower Project Management Kontraktor 
Item5:

",4,3,12,Closed
RSK-APT-000027,Application and Technical,System Development,"Dokumen SRS (Kawalan & eGate) masih belum disemak secara bersama (SME, IPM, IV&V).",Semakan perlu berlaku dengan mengambil kira input daripada pihak SME supaya proses bisnes yang terhasil memenuhi spesifikasi.,Kontraktor -Tower Aplikasi,4,5,20,Closed
RSK-STR-000002,Strategic,Policy,Polisi Data dan Maklumat JIM tidak wujud.,Pihak Kerajaan hendaklah mewujudkan dan memuktamadkan satu polisi data dan maklumat yang komprehensif sebelum fasa permulaan projek tamat.,"Bahagian Keselamatan dan Passport
31 Mac 2022
",2,5,6,Closed
RSK-APT-000013,Application and Technical,Deployment,Kelewatan dalam memuktamadkan SRS bagi modul Kawalan.,"1. Pemuktamadan dan penambahbaikan remedi URS perlu dilaksanakan segera;

2. Penyediaan SRS bagi modul Kawalan perlu dilakukan dengan segera; dan

3. Kontraktor hendaklah menyediakan dan membentangkan pelan mitigasi bagi penggantian Human Resource dan knowledge transfer perlu dilaksanakan dengan segera bagi modul Kawalan.","Tower Aplikasi Kontraktor  dan Tower Pengurusan Kontraktor 
Item 2: 28 Februari 2022

Tower Aplikasi Kontraktor  dan Tower Pengurusan Kontraktor 
Item 2: 28 Februari 2022

Tower Aplikasi Kontraktor  dan Tower Pengurusan Kontraktor 
Item 3: 31 Januari 2022",4,5,20,Closed
RSK-OPS-000002,Operation,Training,"Pegawai tidak dapat menghadirkan diri ke sesi Training yang telah ditetapkan.
","1. Kontraktor  hendaklah memaklumkan jadual Training sebulan lebih awal kepada perserta.


2. Kontraktor  hendaklah menyediakan Training atas talian/ Computer Based Training (CBT) sebagai alternatif.

3. Pihak atasan pegawai yang terlibat perlu menghantar pegawai gantian sekiranya pegawai asal tidak dapat hadirkan diri.
"," Kontraktor 
Item1: 30 September 2021
Item2: 30 Ogos 2021

Tower Bisnes Kerajaan
Item3: 30 September 2021",4,2,8,Closed
RSK-APT-000031,Application and Technical,System Development,Skop dan tanggungjawab untuk pemasangan perisian Oracle Golden Gate (OGG) di persekitaran myIMMS masih belum ditentukan.,"1. Melakukan perbincangan awal dengan pihak Kerajaan unutk skop kerja.
2. Kontraktor  perlu menyediakan pra-syarat pemasangan perisian Oracle Golder Gate untuk makluman kontraktor myIMMs.",Kontraktor -Teknikal,4,5,20,Closed
RSK-APT-000030,Application and Technical,System Development,"Pengurusan cap keselamatan, smart stamping dan kod QR tiada persetujuan bersama.","1.	Kenal pasti penggunaan antara cap keselamatan, smart stamping dan kod QR yang boleh diguna pakai oleh semua cawangan.
2.	Kenal pasti design alternative yang tidak menyebabkan Risk ini berlaku, iaitu memuktamadkan kaedah sebelum dokumen SRS dimuktamadkan.",Tower Aplikasi-Kerajaan & Kontraktor ,4,5,20,Closed
RSK-APT-000012,Application and Technical,Deployment,"Keperluan back up plan bagi bekalan elektrik, server dan network di 10 pintu masuk utama Pemeriksaan Kawalan Imigresen sekiranya berlaku black out atau system offline.","1.Kajian keperluan bekalan elektrik terhadap 10 pintu masuk utama perlu dilaksanakan.

2.Back up plan bagi Server cawangan dan network (WAN/ LAN) yang mencukupi.

3.Menyediakan senarai semak bagi pemasangan genset.

4.Pihak kerajaan juga melalui pihak MAMPU perlu meningkat jaringan Network (network) di semua pintu masuk beserta back up plan sekiranya berlaku network down.","Tower Infrastruktur Kontraktor  & PPK Infrastruktur
item 1 : 31 Januari 2022

Tower Infrastruktur Kontraktor 
item 2: 30 Julai 2022

Tower Infrastruktur Kontraktor  
item 3: 30 April 2022

Tower Infrastuktur Kerajaan
item 4:31 Januari 2021",4,5,20,Closed
RSK-APT-000031,Application and Technical,System Development,"Tiada perincian tentang common module (modul guna sama) di dalam dokumen URS. Contoh common module ialah:
1 . Dashboard Pengguna. Setiap aras pegawai mempunyai dashboard paparan E-reporting bagi melihat senarai, status dan agihan tugasan yang berikan.
2.	Common Email Template bagi kandungan e-mel untuk segala jenis notifikasi e-mel yang perlu/akan dihantar kepada pegawai JIM dan pengguna sistem NtlSe. Contoh e-mel templat seperti e-mel permohonan ditolak.
3.	Konfigurasi sistem oleh admin setiap modul yang boleh diakses oleh semua modul untuk melakukan kemas kini. Contoh konfigurasi awalan lalai (default value) sistem seperti tempoh tamat pasport/visa/pas dan senarai cawangan, unit/ bahagian.
4.	Keperluan audit trail bagi semua modul adalah tergantung:
a.	Modul Pengurusan ID hanya menguruskan audit trail bagi pengurusan ID sahaja di mana hanya merekodkan audit trail bagi proses daftar masuk dan daftar keluar sahaja.
b.	Tiada modul spesifik yang menyelenggarakan keperluan audit trail","1 . Kenal pasti common module yang terlibat untuk sistem .
2. Wujudkan satu dokumen keperluan untuk common module.",Kontraktor -Tower Aplikasi ,4,5,20,Closed
RSK-APT-000029,Application and Technical,System Development,Modul RAE mempunyai tahap kebergantungan (dependency) yang tinggi dengan modul-modul lain,"Pemilik modul-modul yang terlibat perlu membuat pengesahan terhadap data-data yang digunakan.
1.	Visa, Pas dan Permit (VPP);
2.	Pengurusan Ekspatriat (ESD);
3.	Pengurusan Pekerja Asing (PPA);
4.	Advanced Passenger Screening (APS);
5.	Kawalan Imigresen (IBC);
6.	Pengurusan Depot dan Tahanan (PDT);
7.	Pasport dan Dokumen Perjalanan (PTD); dan
8.	Pengurusan Keselamatan ID (IDM);
9.	Keselamatan (SEC);
10.	Perisikan (INT); dan
11.	Penguatkuasaan (ENF).",Tower Aplikasi-Kerajaan & Kontraktor ,4,5,20,Closed
RSK-APT-000028,Application and Technical,System Development,Aplikasi bagi Data Analytic and Business Intelligent masih belum dimuktamadkan,"1.	Perlu ada maklum balas dan kemuktamadan aplikasi daripada pihak Kontraktor  sebelum dokumen URS dan SRS dimuktamadkan.
2.	Perlu ada perbincangan di antara kontraktor  dan pihak Kerajaan bagi penetapan pemilihan.",Tower Aplikasi-Kerajaan & Kontraktor ,4,5,20,Closed
RSK-APT-000026,Application and Technical,System Development,"1 Tiada perincian keperluan aplikasi Mobile.
a.	Hybrid application
b.	Native application
2. Keperluan aplikasi Mobile tidak dinyatakan bagi menerangkan fungsi-fungsi yang boleh dicapai oleh Mobile.","1.	Kenal pasti aplikasi Mobile yang terlibat untuk sistem .
2.	Wujudkan satu dokumen keperluan untuk aplikasi Mobile.","Kontraktor -Tower Aplikasi
16 Mei 2022",4,5,20,Closed
RSK-APT-000025,Application and Technical,"Integration Aplikasi/ Modul
(Perisian dan Perkakasan)",Kelewatan dalam penyediaan development environment bagi tujuan pembangunan .,"1. Pemasangan perkakasan perlu dilaksanakan seperti tempoh yang telah dirancang; 

2. Konfigurasi aplikasi, pangkalan data dan devops perlu dilaksanakan dalam tempoh yang telah dirancang; dan 

3. Perbincangan pelan pelaksanaan hendaklah diadakan bersama MAMPU bagi persiapan kemasukan perkakasan ke PDSA. ","Item 1
Kontraktor -Tower Infrastruktur

Item 2: 
Kontraktor  - Tower aplikasi
30 Jun 2022

Item 3:
Kontraktor -Tower Infrastruktur
30 Mac 2022",4,5,20,Closed
RSK-APT-000010,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kesesakan trafik Network (congestion of network traffic)  di Data Centre (DC) satu (1) dan dua (2).,"1.	Kontraktor  perlu membuatr kajian keperluan network terperinci, network arkitektur dan reka bentuk network yang efisien merangkumi capaian server, aplikasi, pheripehral, pengguna dan lain-lain yang berkaitan.

2.	Kontraktor  perlu mengambil kira Risk ini  dalam merekabentuk arkitektur DC1 dan DC2, contohnya mempertimbangkan semula konsep pembahagian trafik ke DC mengikut zon.

3.	Mendapatkan maklumat keperluan lebar jalur (bandwidth) untuk setiap service keutamaan (priority): dan

4.	Meningkatkan lagi keupayaan lebar jalur DC1 dan DC2.","Tower Infrastruktur Kontraktor 

Item1: 16 Julai 2021

Item2: 16 Julai 2021

Item3: 16 Julai 2021

Item4: Antara M24 hingga M28 (Februari 2023 hingga Jun 2023)",4,5,20,Closed
RSK-APT-000021,Application and Technical,Tools,Kegagalan peralatan di lokasi operasi JIM seperti pos kawalan dan pintu masuk.,"1. Kontraktor  hendaklah mendapatkan TOT produk yang mencukupi dari prinsipal kepada pasukan sokongan teknikal tempatan sebelum aktiviti rollout dijalankan. 

2. Training daripada Kontraktor  kepada pihak Kerajaan pasukan sokongan teknikal.

3. Kontraktor  hendaklah menyediakan SOP pemantauan dan penyelenggaraan peralatan, perkakasan dan perisian (update patches dan firmware) yang komprehensif dan dipatuhi. 

4. PPK/IPM hendaklah menetapkan SLA pembaikan di dalam pelaksanaan kontrak dan pemantauan dari masa ke semasa. 

5. Mengenalpasti senarai peralatan yang dipasang di pintu masuk kecuali di Pejabat Atase melalui aktiviti penilaian tapak.","Tower Project Management Kerajaan (PPK/ IPM)
Item 3: M19

Tower Pengurusan Perubahan (CMT)  Kontraktor/ Infrastruktur
Item 1: M19
1a) M28
1b) M30

Tower Infrastruktur Kontraktor 
Item 1: M19
Item 2: M19
M28
Jun 2023
Item5: 31 Januari 2022",2,3,6,Closed
"RSK-PP-000006
",Project Management,Scope,Pertambahan skop / requirement kerap berubah.,"1.Penyediaan keperluan pengguna perlu dinyatakan dalam dokumen URS, SRS, TDD dan perlu mendapat pengesahan dari pihak JIM. Penyediaan dokumen keperluan perlu merangkumi fungsian dan bukan fungsian termasuk keperluan configurable, extensible dan fleksible supaya perubahan skop selepas RDS mempunyai impak minima terhadap Cost projek.

2.Menyediakan Pelan Pengurusan Skop yang jelas.

3. Menyenaraikan Scope of Work yang tidak dinyatakan dalam BP2021.
","Tower Aplikasi Kontraktor 
Item1: 16 Mei 2022

Tower Project Management Kontraktor 
Item 2: 31 Januari 2022

Tower Project Management Kontraktor 
Item 3 : 30 April 2022",5,2,10,Closed
