Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
R075,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek .",Menyediakan Human Resource yang kompeten bagi penyediaan dokumen.,,3,4,12,Active
R076,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menyediakan program Training dan pendedahan yang mantap kepada ahli pasukan projek.,Tower Project Management ,3,4,12,Closed
R077,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menetapkan peranan dan tanggungjawab dengan jelas sebelum projek bermula.,Tower Project Management ,3,4,12,Closed
R078,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menyemak peranan dan tanggungjawab dari semasa ke semasa dan membuat penambahbaikan (cth: pelan-pelan pengurusan) sekiranya perlu.,Tower Project Management ,3,4,12,Closed
R079,Project Management,Human Resource,Pertukaran ahli pasukan projek di pihak Kerajaan.,PPK/ IPM hendaklah mewujudkan Repositori Pengetahuan (Knowledge Repository),Tower Project Management ,4,4,16,Closed
R080,Project Management,Human Resource,Tambahan perjawatan untuk pasukan projek Kerajaan tidak diluluskan.,PPK hendaklah membuat rayuan semula perjawatan yang diperlukan.,Tower Project Management ,3,4,12,Closed
R081,Project Management,Human Resource,Tambahan perjawatan untuk pasukan projek Kerajaan tidak diluluskan.,PPK hendaklah mencari alternatif jika rayuan ditolak.,Tower Project Management ,3,4,12,Closed
R082,Strategic,Policy,Peruntukan tahunan tidak mencukupi untuk membiayai Cost projek .,"Sekiranya peruntukan tahunan tidak mencukupi pihak Kerajaan hendaklah:  
a. menukar kaedah pembiayaan projek kepada model PFI(Private Financial Initiative).
b.  mengecilkan skop projek.
c.  melaksanakan pembangunan modul mengikut keutamaan keperluan semasa pihak JIM.
d. menggunakan sistem sedia ada (MyIMMS) yang telah dipertingkatkan keupayaannya.",Tower Project Management ,1,5,5,Closed
R083,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Bahagian Perolehan KDN) hendaklah melakukan penilaian kedudukan kewangan yang teliti semasa proses pemilihan.,Tower Project Management ,2,4,8,Closed
R084,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Kontraktor  hendaklah memaklumkan kepada KDN keadaan kewangan daripada masa ke semasa untuk dipantau kedudukan kewangan supaya tidak menjejaskan pelaksanaan projek.,Tower Project Management ,2,4,8,Closed
R085,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Tower Project Management) hendaklah memasukkan klausa-klausa yang berkaitan (cth: penamatan kontrak disebabkan kedudukan kewangan) dalam kontrak kontraktor pada fasa penyediaan kontrak.,Tower Project Management ,2,4,8,Closed
R086,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Tower Project Management) hendaklah memulakan proses penamatan jika perlu.,Tower Project Management ,2,4,8,Closed
R087,Strategic,Policy,Jumlah ahli pasukan projek yang tidak bersesuaian dengan kompleksiti dan keperluan projek.,Pihak Kerajaan (PPK) hendaklah menyediakan Pelan Pengurusan Sumber yang terperinci dan komprehensif sebelum projek bermula.,Tower Project Management ,4,5,20,Closed
R088,Strategic,Policy,Jumlah ahli pasukan projek yang tidak bersesuaian dengan kompleksiti dan keperluan projek.,Penyumber luaran peranan pemantauan kepada pihak ketiga sekiranya jumlah ahli pasukan yang bersesuaian tidak dapat disediakan oleh pihak Kerajaan.,Tower Project Management ,4,5,20,Closed
R089,Strategic,Reputation,Kontraktor tidak berwibawa dan kompeten.,Pihak Kerajaan (Bahagian Perolehan KDN) hendaklah mencadangkan/menasihati Lembaga Tender supaya memilih syarikat yang memenuhi spesifikasi teknikal dan kewangan semasa proses pemilihan kontraktor.,Bahagian Perolehan KDN,2,5,10,Closed
R090,Strategic,Reputation,Kontraktor tidak berwibawa dan kompeten.,Pihak Kerajaan (Tower Project Management) hendaklah menyediakan terma-terma kontrak yang menjaga kepentingan Kerajaan. Pihak Kerajaan hendaklah menguatkuasakan terma-terma kontrak jika Kontraktor ingkar/tidak mematuhi keperluan.,Bahagian Perolehan KDN,2,5,10,Closed
R091,Strategic,Reputation,Kontraktor tidak berwibawa dan kompeten.,Kontraktor hendaklah menyediakan Human Resource yang kompeten dan mencukupi mengikut Pelan Pengurusan Sumber yang telah dipersetujui. Sumber  manusia yang dilantik khas untuk melaksanakan projek .,Bahagian Perolehan KDN,2,5,10,Closed
R092,Project Management,Scope,Kekangan ruang bagi penempatan rak perkakasan pusat data Projek  di PDSA B8.,Pusat data JIM yang sedia ada sebagai pusat data  alternatif,"MAMPU, JIM, PPK",3,3,9,Closed
R093,Project Management,Scope,Kekangan ruang bagi penempatan rak perkakasan pusat data Projek  di PDSA B8.,"Kontraktor hendaklah menyediakan perancangan dan pengiraan keperluan perkakasan  dengan tepat dan terperinci
Mendapatkan jadual pelaksanaan D6 melalui MAMPU bagi membolehkan Kontraktor membuat perancangan pemasangan atau pelan mitigasi.","MAMPU, JIM, PPK",3,3,9,Closed
R094,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,PPK/ IPM hendaklah membuat penetapan melalui penguatkuasaan terma kontrak dalam penglibatan warga asing di dalam projek Kerajaan.,,3,5,15,Closed
R095,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,PPK/ IPM hendaklah mewujudkan dan menguatkuasa proses pengurusan maklumat sulit supaya terkawal dan tidak jatuh ke pihak ketiga yang tidak berkenaan.,,3,5,15,Closed
R096,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Risk ini dicadangkan menjadi Isu,,3,5,15,Closed
R097,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Kontraktor  menyenaraikan senarai nama warga asing yang terlibat,,3,5,15,Closed
R098,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Surat rasmi telah dikeluarkan kepada Kontraktor untuk mengemukakan senarai cadangan kakitangan bukan warga negara Malaysia yang terlibat di dalam projek.,,3,5,15,Closed
R099,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,"Perkara ini perlu dibawa ke Mesyuarat Pasukan Projek, Jawatankuasa Teknikal dan Jawatankuasa Pemandu",,3,5,15,Closed
R100,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Pelaksanaan  tidak dapat dilaksanakan di pos Imigresen yang berada di kawasan pedalaman.,"Pihak JIM perlu menyediakan infrastruktur asas di lokasi yang telah dikenal pasti sebelum Projek  bermula.
i) Site Visit untuk kawasan pedalaman Sabah dan Sarawak perlu dimasukkan ke dalam Pelan Pelaksanaan.",Bahagian Khidmat Pengurusan JIM,5,5,25,Closed
R101,Project Management,Time,Pelan pelaksanaan bengkel belum dikeluarkan oleh Kontraktor  yang akan menyebabkan kelewatan pelaksanaan fasa RDS.,"Pelan Pelaksanaan RDS telah dibentangkan pada 12, 15, 23 dan 29 Mac",Tower Project Management ,5,5,25,Closed
R102,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Pelan Pelaksanaan Pengujian yang komprehensif;,Pasukan IV&V,4,5,20,Closed
R103,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Human Resource yang mencukupi;,Pasukan IV&V,4,5,20,Closed
R104,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Integrated Plan yang akan memberi gambaran keseluruhan terhadap interdependency; dan,Pasukan IV&V,4,5,20,Closed
R105,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Pilihan untuk Go With Risk di mana kebenaran untuk ke fasa seterusnya diberikan berdasarkan kepada kesediaan modul dan bukan aktiviti keseluruhan.,Pasukan IV&V,4,5,20,Closed
R106,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.","Tower CMT, hendaklah melaksanakan engagement dengan pengurusan tertinggi agensi untuk makluman dan persetujuan sebelum projek bermula. (Pengurus Change Management)",Tower Bisnes ,5,4,20,Closed
R107,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.","Pihak Kerajaan hendaklah menyediakan projek charter antara KDN dan agensi dengan menekankan skop kolaborasi, jadual pelaksanaan, deliverables serta pasukan yang terlibat semasa fasa permulaan projek . (PMO KDN).",Tower Bisnes ,5,4,20,Closed
R108,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.",Melaksanakan libat urus bersama agensi berkaitan bagi mendapatkan kelulusan Policy persetujuan integrasi antara agensi,Tower Bisnes ,5,4,20,Closed
R109,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.",Mewujudkan Jawatankuasa Kerja Integrasi yang dipengerusikan oleh Ketua PPK dan diurus setiakan oleh Tower Aplikasi Pasukan Projek .,Tower Bisnes ,5,4,20,Closed
R110,Application and Technical,System Development,Sesi Engagement bersama pihak Agensi belum dilaksanakan,Sesi engagement bersama pihak Agensi yang terlibat perlu dilaksanakan dengan kadar segera sebelum 15/5/2021 bagi memberi peluang kepada sebarang perubahan yang berlaku semasa sesi RDS dan sebelum sign off URS yang dijadualkan pada 10/06/2021.,,5,5,25,Closed
R111,Project Management,Human Resource,Notis pendek dalam pertukaran ahli pasukan projek di pihak Kontraktor.,PPK/ IPM hendaklah menetapkan terma dan klausa pertukaran ahli pasukan projek (cth: sebarang pertukaran hendaklah dimaklumkan 2 bulan sebelum pertukaran dibuat).,Tower Project Management ,4,5,20,Closed
R112,Project Management,Human Resource,Notis pendek dalam pertukaran ahli pasukan projek di pihak Kontraktor.,PPK hendaklah menguatkuasakan terma dan klausa kontrak.,Tower Project Management ,4,5,20,Closed
R113,Project Management,Time,Pelan Pelaksanaan belum diterima dan disemak oleh Work Stream / Tower Kerajaan,Mengemukakan pelan pelaksanaan dengan kadar segera bagi membolehkan semakan dapat dilakukan oleh Work Stream/ Tower Kerajaan.,Tower Project Management ,4,4,16,Closed
R114,Project Management,Time,Pelan Pelaksanaan belum diterima dan disemak oleh Work Stream / Tower Kerajaan,Mengadakan perbincangan bersama supaya jadual pelaksanaan antara IV&V dan IPM dapat diselaraskan.,Tower Project Management ,4,4,16,Closed
R115,Application and Technical,ICT Security,Kekangan penggunaan Application Lifecycle Management (ALM) i.e. JIRA yang tidak boleh berada di on-premise KDN.,"Menggunakan software tools lain yang boleh berada di on-premise KDA, atau",Pasukan IV&V,2,2,4,Closed
R116,Application and Technical,ICT Security,Kekangan penggunaan Application Lifecycle Management (ALM) i.e. JIRA yang tidak boleh berada di on-premise KDN.,Memberi justifikasi kepada Pihak Kerajaan sekiranya penggunaan JIRA cloud tidak akan memberi ancaman keselamatan dan kerahsiaan.,Pasukan IV&V,2,2,4,Closed
R117,Strategic,Policy,Tiada Enterprise Architecture Office bagi Jabatan Imigresen.,Pihak Kerajaan (JIM) hendaklah mewujudkan Enterprise Architecture office sebelum fasa rekabentuk bermula.,Bahagian Dasar dan Perancangan Strategik JIM,4,4,16,Closed
R118,Project Management,Human Resource,Human Resource yang tidak mencukupi untuk aktiviti static testing bagi setiap URS.,Penambahan Human Resource bagi memenuhi keperluan tempoh masa dan kualiti aktiviti pengujian; dan,Pasukan IV&V,4,4,16,Closed
R119,Project Management,Human Resource,Human Resource yang tidak mencukupi untuk aktiviti static testing bagi setiap URS.,Penggunaan tools untuk mempercepatkan aktiviti static testing.,Pasukan IV&V,4,4,16,Closed
R120,Project Management,Cost,Penggunaan 50 unit lesen EPMPro yang dicadangkan untuk kegunaan Projek  selama empat (4) tahun tidak memenuhi keperluan projek.  EPMPRo bukannya perpetual model dan licence fee akan dikenakan selepas CoA.,"Membuat penilaian terhadap bilangan pengguna yang akan menggunakan sistem ini mengikut organisasi, jabatan, atau tower.",Tower Project Management ,5,5,25,Closed
R121,Project Management,Cost,Penggunaan 50 unit lesen EPMPro yang dicadangkan untuk kegunaan Projek  selama empat (4) tahun tidak memenuhi keperluan projek.  EPMPRo bukannya perpetual model dan licence fee akan dikenakan selepas CoA.,Membentang dan memperolehi persetujuan Kerajaan untuk Cost tambahan PMIS yang terlibat selepas CoA.,Tower Project Management ,5,5,25,Closed
R122,Project Management,Procurement,Kemungkinan berlakunya kekangan eksport perkakasan daripada Syarikat Cellebrite disebabkan oleh perubahan peraturan Amerika Syarikat.,"Kontraktor  perlu membuat perbincangan dengan vendor yang berurusan dengan Syarikat Cellebrite untuk memastikan punca Risk tidak akan menjadi kekangan untuk pengeksportan ke Malaysia. Sebagai alternatif, perbincangan langsung diperlukan dengan JIM sama ada perkakasan lain boleh digunakan untuk menyempurnakan BPR yang terlibat.",,5,5,25,Closed
R123,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,Kontraktor  perlu mengemukakan senarai sub kontraktor yang akan dilantik untuk persetujuan pihak Kerajaan.,,4,4,16,Closed
R124,Project Management,Procurement,Engagement antara Kontraktor  dan sub-kontraktor di luar pengetahuan dan kawalan Kerajaan.,"Kerajaan dan Kontraktor  hendaklah memastikan kontrak mengandungi  terma-terma berkenaan pelantikan, skop kerja dan penamatan sub kontraktor",,4,4,16,Closed
R125,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,Kontraktor  hendaklah membuat persediaan Human Resource seawal mendapat surat pelantikan melalui SST.,,4,4,16,Closed
R126,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,"Kontraktor  hendaklah menyediakan Pelan Pengurusan Sumber yang komprehensif dan 
terperinci selari dengan penyediaan PMP.",,4,4,16,Closed
R127,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,Kontraktor  hendaklah melaksanakan dan mematuhi kepada pelan pengurusan yang dipersetujui.,,4,4,16,Closed
R128,Project Management,Human Resource,Kontraktor gagal menyediakan Human Resource mengikut keperluan projek dalam tempoh masa yang ditetapkan.,PPK hendaklah menguatkuasakan terma dan klausa kontrak.,,4,4,16,Closed
R129,Project Management,Human Resource,Kebocoran dan penyalahgunaan maklumat yang disalurkan kepada kontraktor dan sub kontraktor yang belum melepasi tapisan e-Vetting.,Kontraktor  telah mengemukakan maklumat e-Vetting untuk 54 orang Kontraktor  dan 11 orang Sub-Kontraktor  pada 17 dan 24 Mac 2021.,,5,5,25,Closed
R130,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Melaksanakan sistem demo & walkthrough berdasarkan fungsi-fungsi URS PMIS untuk mengenalpasti kehendak dan keperluan pengguna serta memberi keyakinan Go-Live pada Julai,,5,5,25,Closed
R131,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Kesediaan 70% keperluan URS PMIS berdasarkan EPMPRo boleh ditentukan untuk memberi keyakinan pennguna.,,5,5,25,Closed
R132,Application and Technical,System Development,Pemetaan EPMPRo secara keseluruhan dengan modul-modul dan fungsi fungsi sedia ada di dalam URS PMIS tidak jelas.,Pemetaan di antara EPMPRo dan fungsi-fungsi PMIS perlu didokumenkan sebagai traceability matrix bagi memudahkan pemantauan,,5,5,25,Closed
R133,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.",Menyediakan IPP yang terperinci merangkumi aktiviti- aktiviti bagi semua kontraktor dalam .,Tower Project Management ,4,4,16,Closed
R134,Project Management,Scope,"Kelewatan dalam melaksanakan obligasi oleh mana-mana pihak terlibat (Kontraktor, IPM dan IV&V) akan memberi kesan secara langsung kepada kontraktor lain yang berkaitan.",Pasukan kerajaan menetapkan Critical Path projek dengan mewujudkan Integrated Project Plan (IPP) dengan kadar segera serta memastikan penghantaran dokumen mematuhi SDLC dan diserahkan secara berkala,Tower Project Management ,4,4,16,Closed
R135,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,PPK/ IPM hendaklah memantau penyediaan PMP mengikut tempoh masa yang ditetapkan.,Tower Project Management ,3,4,12,Closed
R136,Project Management,Scope,Kegagalan pihak kontraktor  untuk menyediakan Pelan-Pelan Project Management dalam tempoh tempoh yang ditetapkan.,PPK hendaklah menguatkuasakan terma kontrak dan penalti.,Tower Project Management ,3,4,12,Closed
R137,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,Pihak Kontraktor mestilah menambah baik proses,Tower Aplikasi ,3,3,9,Closed
R138,Application and Technical,System Development,Proses kejuruteraan keperluan (requirement engineering process) kontraktor tidak menghasilkan spesifikasi keperluan pada tahap kualiti yang diperlukan dalam projek .,Pihak Kontraktor mestilah memantau penggunaan proses dan berupaya menyesuaikan proses tersebut secara efektif dalam masa yang singkat (iaitu dalam jangka masa bengkel RDS),Tower Aplikasi ,3,3,9,Closed
R139,Operation,Training,Kekerapan pertukaran pegawai JIM.,Skop pelaksanaan difokuskan kepada pegawai yang terlibat dengan  sahaja memandangkan pusingan kerja adalah tertakluk kepada arahan dalam Pekeliling Perkhidmatan Bil. 3 Tahun 2004 yang perlu dilaksanakan. Cadangan supaya pengecualian pusingan kerja adalah dalam tempoh pembangunan sehingga projek berjaya dilaksanakan.,Bahagian Human Resource JIM,5,3,15,Closed
R140,Operation,Training,Kekerapan pertukaran pegawai JIM.,Transfer of knowledge / On job training.,Bahagian Human Resource JIM,5,3,15,Closed
R141,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,"Kontraktor  perlu menyediakan Jadual Pelaksanaan yang komprehensif, menyeluruh, jelas dan boleh dilaksanakan.",Tower Project Management ,4,4,16,Closed
R142,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,Membangunkan PMIS bagi memantau dan mengawal selia pelaksanaan projek .,Tower Project Management ,4,4,16,Closed
R143,Project Management,Time,Pelaksanaan tidak mengikut tempoh projek yang ditetapkan.,Kontraktor  akan menyediakan Pelan mitigasi untuk mengelakan kelewatan pelaksanaan projek. PMP dan MIP,Tower Project Management ,4,4,16,Closed
R144,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,Kontraktor  perlu melakukan perolehan/ tempahan perkakasan/ peralatan dengan segera;,Tower Infrastruktur ,3,5,15,Closed
R145,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,"Mendapatkan surat jaminan dari pembekal bagi pembekalan, perkakasan/ peralatan yang mencukupi dan menepati jadual pelaksanaan yang ditetapkan: dan",Tower Infrastruktur ,3,5,15,Closed
R146,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Kekurangan cip semikonduktor di pasaran global yang akan menyebabkan kelewatan penghantaran dan kenaikan harga perkakasan dan peralatan yang perlu disediakan pada persekitaran development dan testing.,Memuktamadkan BOQ peralatan dan perkakasan dengan segera.,Tower Infrastruktur ,3,5,15,Closed
R147,Operation,Training,Rekod Training pegawai yang tidak dikemaskini.,Pihak JIM perlu mewujudkan pengurusan Training yang efisen dan efektif bagi merekodkan serta memantau keperluan Training pegawai bagi meningkatkan kompetensi serta prestasi dari semasa ke semasa.,Tower Bisnes ,5,2,10,Closed
R148,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .",Tower BIsnes hendaklah menyediakan Pelan Pengurusan Perubahan yang mengambilkira penglibatan semua peringkat pemegang taruh sepanjang pelaksanaan  dan selepas sistem go-live dalam tempoh pra-projek.,Tower Bisnes ,3,4,12,Closed
R149,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .","Tower BIsnes hendaklah melaksanakan aktiviti penilaian penerimaan terhadap sistem baharu secara berkala bagi mengukur tahap penerimaan pemegang taruh. 

3 .Tower Bisnes hendaklah mewujudkan repositori pekeliling yang boleh dicapai oleh semua pegawai dan mengemaskini pekeliling dari masa ke semasa.",Tower Bisnes ,3,4,12,Closed
R150,Operation,Human Resource,"Kekurangan komitmen, libat urus dan kerjasama dari semua peringkat (JIM) dari segi penggunaan .",Ketua Unit/ Bahagian/ Cawangan perlu mendapat  pengesahan baca dan faham pekeliling yang diedarkan dari setiap pegawai yang terlibat.,Tower Bisnes ,3,4,12,Closed
R151,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Fasa 1 - 30 Ogos 2021
Pembangunan/  Konfigurasi 18 Modul Aplikasi",Tower Project Management ,4,5,20,Closed
R152,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kontrak,Tower Project Management ,4,5,20,Closed
R153,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Portfolio,Tower Project Management ,4,5,20,Closed
R154,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Jadual,Tower Project Management ,4,5,20,Closed
R155,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Deployment,Tower Project Management ,4,5,20,Closed
R156,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Cost,Tower Project Management ,4,5,20,Closed
R157,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Serahan,Tower Project Management ,4,5,20,Closed
R158,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dashboard dan laporan,Tower Project Management ,4,5,20,Closed
R159,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kawalan Kualiti,Tower Project Management ,4,5,20,Closed
R160,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Risk,Tower Project Management ,4,5,20,Closed
R161,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Isu,Tower Project Management ,4,5,20,Closed
R162,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Tindakan,Tower Project Management ,4,5,20,Closed
R163,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Keperluan,Tower Project Management ,4,5,20,Closed
R164,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Kawalan Pindaan,Tower Project Management ,4,5,20,Closed
R165,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Dokumen,Tower Project Management ,4,5,20,Closed
R166,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Human Resource,Tower Project Management ,4,5,20,Closed
R167,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Dashboard Report Risk, Isu, Action",Tower Project Management ,4,5,20,Closed
R168,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dashboard Module Integration dan Change Request,Tower Project Management ,4,5,20,Closed
R169,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Pengurusan Aset,Tower Project Management ,4,5,20,Closed
R170,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Fasa 2 -  November 2021,Tower Project Management ,4,5,20,Closed
R171,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),"Public facing -DNS readiness, portal , SMTP",Tower Project Management ,4,5,20,Closed
R172,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Integrasi tool dengan DevOp dan JIRA,Tower Project Management ,4,5,20,Closed
R173,Project Management,Scope,Kegagalan pihak kontraktor untuk menyediakan PMIS pada tarikh yang telah ditetapkan (30 Ogos 2021 dan November 2021),Dokumen URS hendaklah dimuktamadkan dan disahkan oleh pemilik modul,Tower Project Management ,4,5,20,Closed
R174,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,Kerajaan menjadi sebagai penghubung diantara sistem Kerajaan yang lain dengan kontraktor .,Tower Aplikasi ,2,5,10,Closed
R175,Project Management,Integration,Agensi tidak mempunyai peruntukan kewangan yang mencukupi untuk melaksanakan integrasi sistem-sistem sedia ada di agensi dengan  bagi keperluan JIM,Mengenal pasti 24 agensi yang akan berintegrasi dengan .,Tower Aplikasi ,2,5,10,Closed
