Risk ID,Risk Level,Risk Category,Risk Description,Action Plan,Action Plan Owner,Likelihood,Impact,Risk Rating,Status
R056,Strategic,Force Majure,Ketiadaan BCP yang menyeluruh dalam menghadapi situasi luar jangka selepas  Go-live.,"Sekiranya force majure/ bencana berlaku, pihak Kerajaan dan Kontraktor dengan segera hendaklah melaksanakan aktiviti projek berdasarkan prosedur dalam BCP.
(1 September 2023)","1.Bahagian Policy dan Perancangan Strategic JIM

2. Tower Pengurusan Kontraktor 

3.Bahagian Policy dan Perancangan Strategic JIM",1,5,5,Active
R057,Application and Technical,Deployment,Pembangunan sistem secara serentak bagi kesemua 13 modul boleh melambatkan jadual pelaksanaan disebabkan oleh modul yang ada kebergantungan antara satu sama lain. Ini mengakibatkan jadual pelaksanaan keseluruhan akan terganggu dan tidak mengikut masa yang telah ditetapkan. ,"Melaksanakan pelan perancangan strategi penutupan serahan seperti berikut: 
    a. Keutamaan Serahan (Priotizize)
    b. Human Resource
    c. Drill Session
    d. Subject Matter Expert
    e. Morning Standup
     f. Vendor Engagement","1.Tower Infrastruktur Kontraktor 

2.Tower Infrastruktur Kontraktor ",4,5,20,Active
R058,Application and Technical,Deployment,Pembangunan sistem secara serentak bagi kesemua 13 modul boleh melambatkan jadual pelaksanaan disebabkan oleh modul yang ada kebergantungan antara satu sama lain. Ini mengakibatkan jadual pelaksanaan keseluruhan akan terganggu dan tidak mengikut masa yang telah ditetapkan. ,Menyediakan pelan pembangunan dan pelaksanaan cawangan  dan mengemukakan kepada pihak Kerajaan.,"1.Tower Infrastruktur Kontraktor 

2.Tower Infrastruktur Kontraktor ",4,5,20,Active
R059,Operation,Training,Proses jemputan TOT dan TOK tidak dilaksanakan dengan sempurna disebabkan oleh ketiadaan perancangan Training secara menyeluruh mengakibatkan kehadiran yang kurang memuaskan. ,"1.Pemakluman kepada pihak Kerajaan dikeluarkan 45 hari sebelum Training TOT dan TOK dilaksanakan. 
(Sepanjang tempoh pelaksanaan projek)","1. Tower Bisnes Kontraktor  

2. Tower Bisnes Kerajaan 
",4,5,20,Active
R060,Operation,Training,Proses jemputan TOT dan TOK tidak dilaksanakan dengan sempurna disebabkan oleh ketiadaan perancangan Training secara menyeluruh mengakibatkan kehadiran yang kurang memuaskan. ,"Memastikan kehadiran terlibat adalah 100% dan input maklum balas diambil kira bagi memastikan objektif Training dapat dicapai. 
(Sepanjang tempoh pelaksanaan projek)","1. Tower Bisnes Kontraktor  

2. Tower Bisnes Kerajaan 
",4,5,20,Active
R061,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Mengenal pasti dan melantik Release Manager dan Configuration Manager yang berkelayakan dan berkemahiran
(31 Disember 2022)

2.Mengadakan Bengkel Dry Run.
(31 Disember 2022)","1. Tower Aplikasi Kontraktor 
Tower Pengurusan Kontraktor 

2. Tower Aplikasi Kontraktor 

3. Tower Teknikal Kontraktor 

4. Tower Teknikal Kontraktor 

5. Tower Teknikal Kontraktor ",4,5,20,Active
R062,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Memuktamadkan dokumen  yang berkaitan dengan pengurusan source code dan artifak 
-DevOps Blueprint, 
-Konfigurasi DevOps, 
(31 Disember 2022)","1. Tower Aplikasi Kontraktor 
Tower Pengurusan Kontraktor 

2. Tower Aplikasi Kontraktor 

3. Tower Teknikal Kontraktor 

4. Tower Teknikal Kontraktor 

5. Tower Teknikal Kontraktor ",4,5,20,Active
R063,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,"Perlu memuktamadkan semua tools DevOps dan konfigurasi bagi pengurusan source code dan artifak.
(31 Disember 2022)","1. Tower Aplikasi Kontraktor 
Tower Pengurusan Kontraktor 

2. Tower Aplikasi Kontraktor 

3. Tower Teknikal Kontraktor 

4. Tower Teknikal Kontraktor 

5. Tower Teknikal Kontraktor ",4,5,20,Active
R064,Application and Technical,System Development,Source code dan artifak yang dibangunkan tidak diurus/ diselenggara dengan baik dalam Fasa Pembangunan dan Pengujian,Menyediakan dokumen Laporan Kesediaan Platform DevOps (Production) dan mengemukakan kepada pihak Kerajaan.,"1. Tower Aplikasi Kontraktor 
Tower Pengurusan Kontraktor 

2. Tower Aplikasi Kontraktor 

3. Tower Teknikal Kontraktor 

4. Tower Teknikal Kontraktor 

5. Tower Teknikal Kontraktor ",4,5,20,Active
R065,Application and Technical,System Development,"Penyelarasan keperluan sistem yang mempunyai kebergantungan antara modul tidak dilaksanakan dengan terperinci yang menyebabkan sistem yang dibangunkan tidak dapat berinteraksi mengikut keperluan yang lengkap. 
","Keperluan kebergantungan antara modul perlu dikenal pasti dan direkodkan dengan terperinci dalam setiap dokumen modul yang terlibat dengan penyediaan matriks.
(28 Februari 2023)",Tower Aplikasi Kontraktor ,4,3,12,Active
R066,Application and Technical,System Development,"Penyelarasan keperluan sistem yang mempunyai kebergantungan antara modul tidak dilaksanakan dengan terperinci yang menyebabkan sistem yang dibangunkan tidak dapat berinteraksi mengikut keperluan yang lengkap. 
","Perbincangan dan pengesahan bersama SA dan SME setiap modul  bagi pengesahan matriks rentas modul antara Kontraktor  dan Kerajaan. 
(30 November 2022)",Tower Aplikasi Kontraktor ,4,3,12,Active
R067,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Menyelesaikan isu kekurangan Human Resource dengan mengikut jumlah yang dirancang.
(31 Ogos 2025)","1. Tower Pengurusan Kontraktor 

2. Tower Pengurusan Kontraktor 

3. Tower Pengurusan Kontraktor 

4. Tower Pengurusan Kontraktor ",5,5,25,Active
R068,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Melaksanakan perolehan mengikut perancangan yang telah dipersetujui.
(31 Ogos 2025)","1. Tower Pengurusan Kontraktor 

2. Tower Pengurusan Kontraktor 

3. Tower Pengurusan Kontraktor 

4. Tower Pengurusan Kontraktor ",5,5,25,Active
R069,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Membuat permohonan perlanjutan tempoh Extension of Time (EOT).
(30 Jun 2023)","1. Tower Pengurusan Kontraktor 

2. Tower Pengurusan Kontraktor 

3. Tower Pengurusan Kontraktor 

4. Tower Pengurusan Kontraktor ",5,5,25,Active
R070,Project Management,Risk,Penamatan projek  secara keseluruhan disebabkan oleh kegagalan pihak Kontraktor untuk melaksanakan projek mengikut jadual pelaksanaan mengakibatkan domino effect kepada pihak-pihak berkepentingan,"Melantik rakan Strategic untuk mendapatkan suntikan modal tambahan.
(30 Jun 2023)","1. Tower Pengurusan Kontraktor 

2. Tower Pengurusan Kontraktor 

3. Tower Pengurusan Kontraktor 

4. Tower Pengurusan Kontraktor ",5,5,25,Active
R071,Application and Technical,System Development,906 laporan Data Analytics Business Intelligence (DABI) yang akan dibangunkan tidak tepat disebabkan tiada perincian dalam dokumen SRS atau SDS berkenaan medan-medan yang diperlukan. Ini boleh mengakibatkan tempoh aktiviti pengujian dan pengesahan laporan bertambah panjang serta berulang-ulang seterusnya meningkatkan varian kemajuan projek.,"Memperincikan setiap 906 laporan dengan medan-medan yang dirujuk kepada dokumen sumber seperti Dokumen Master Database Design (MDD), Dokumen System Requirement Specification (SRS), Dokumen SDS DataWarehouse/ Data Lake (DWH/DL)",Tower Aplikasi Kontraktor ,3,4,12,Active
R072,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek . ","Menyediakan satu dokumen bagi memperincikan keseluruhan keperluan keselamatan dalam Projek  merangkumi keselamatan aplikasi, data, peralatan dan Network.",,3,4,12,Active
R073,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek . ","Dokumen tersebut perlu disemak dan disahkan oleh kesemua Tower iaitu daripada pihak JIM, BTMR, PPK, IPM dan IV&V.",,3,4,12,Active
R074,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek . ",Mengemukakan dokumen tersebut kepada pihak Kerajaan mengikut tarikh yang telah dipersetujui.,,3,4,12,Active
R075,Application and Technical,ICT Security,"Ketiadaan dokumen yang memperincikan keseluruhan elemen keselamatan aplikasi, data, peralatan dan Network bagi Projek  mengakibatkan solusi yang dicadangkan tidak meliputi keseluruhan keperluan keselamatan Projek . ",Menyediakan Human Resource yang kompeten bagi penyediaan dokumen.,,3,4,12,Active
R076,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menyediakan program Training dan pendedahan yang mantap kepada ahli pasukan projek.,"Tower Project Management Pasukan Projek 
Item 1, 2 dan 3: M3",3,4,12,Closed
R077,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menetapkan peranan dan tanggungjawab dengan jelas sebelum projek bermula.,"Tower Project Management Pasukan Projek 
Item 1, 2 dan 3: M3",3,4,12,Closed
R078,Project Management,Human Resource,Penempatan ahli pasukan projek kurang pengetahuan dan berkemahiran dalam bidang yang berkaitan.,PPK/ IPM hendaklah menyemak peranan dan tanggungjawab dari semasa ke semasa dan membuat penambahbaikan (cth: pelan-pelan pengurusan) sekiranya perlu.,"Tower Project Management Pasukan Projek 
Item 1, 2 dan 3: M3",3,4,12,Closed
R079,Project Management,Human Resource,Pertukaran ahli pasukan projek di pihak Kerajaan.,PPK/ IPM hendaklah mewujudkan Repositori Pengetahuan (Knowledge Repository),"Tower Project Management Kerajaan
M1",4,4,16,Closed
R080,Project Management,Human Resource,Tambahan perjawatan untuk pasukan projek Kerajaan tidak diluluskan. ,PPK hendaklah membuat rayuan semula perjawatan yang diperlukan.,"Tower Project Management Kerajaan
M1",3,4,12,Closed
R081,Project Management,Human Resource,Tambahan perjawatan untuk pasukan projek Kerajaan tidak diluluskan. ,PPK hendaklah mencari alternatif jika rayuan ditolak.,"Tower Project Management Kerajaan
M1",3,4,12,Closed
R082,Strategic,Policy,Peruntukan tahunan tidak mencukupi untuk membiayai Cost projek .,"Sekiranya peruntukan tahunan tidak mencukupi pihak Kerajaan hendaklah:  
a. menukar kaedah pembiayaan projek kepada model PFI(Private Financial Initiative).
b.  mengecilkan skop projek.
c.  melaksanakan pembangunan modul mengikut keutamaan keperluan semasa pihak JIM.
d. menggunakan sistem sedia ada (MyIMMS) yang telah dipertingkatkan keupayaannya.","Tower Project Management Kerajaan
M1",1,5,5,Closed
R083,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Bahagian Perolehan KDN) hendaklah melakukan penilaian kedudukan kewangan yang teliti semasa proses pemilihan.,"Tower Project Management Kerajaan
Item 1, 2, 3 dan 4: M4",2,4,8,Closed
R084,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Kontraktor  hendaklah memaklumkan kepada KDN keadaan kewangan daripada masa ke semasa untuk dipantau kedudukan kewangan supaya tidak menjejaskan pelaksanaan projek.,"Tower Project Management Kerajaan
Item 1, 2, 3 dan 4: M4",2,4,8,Closed
R085,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Tower Project Management) hendaklah memasukkan klausa-klausa yang berkaitan (cth: penamatan kontrak disebabkan kedudukan kewangan) dalam kontrak kontraktor pada fasa penyediaan kontrak.,"Tower Project Management Kerajaan
Item 1, 2, 3 dan 4: M4",2,4,8,Closed
R086,Project Management,Cost,Kontraktor tidak mempunyai kemampuan kewangan yang mencukupi.,Pihak Kerajaan (Tower Project Management) hendaklah memulakan proses penamatan jika perlu.,"Tower Project Management Kerajaan
Item 1, 2, 3 dan 4: M4",2,4,8,Closed
R087,Strategic,Policy,Jumlah ahli pasukan projek yang tidak bersesuaian dengan kompleksiti dan keperluan projek.,Pihak Kerajaan (PPK) hendaklah menyediakan Pelan Pengurusan Sumber yang terperinci dan komprehensif sebelum projek bermula.,"Tower Project Management Kerajaan
Item 1 dan 2: M1",4,5,20,Closed
R088,Strategic,Policy,Jumlah ahli pasukan projek yang tidak bersesuaian dengan kompleksiti dan keperluan projek.,Penyumber luaran peranan pemantauan kepada pihak ketiga sekiranya jumlah ahli pasukan yang bersesuaian tidak dapat disediakan oleh pihak Kerajaan.,"Tower Project Management Kerajaan
Item 1 dan 2: M1",4,5,20,Closed
R089,Strategic,Reputation,"Kontraktor tidak berwibawa dan kompeten.
",Pihak Kerajaan (Bahagian Perolehan KDN) hendaklah mencadangkan/menasihati Lembaga Tender supaya memilih syarikat yang memenuhi spesifikasi teknikal dan kewangan semasa proses pemilihan kontraktor.,"Bahagian 
Perolehan KDN
Item 1: M1

Tower Project Management 
Item 2: M3

Tower Project Management Kontraktor 
Item 3: M3",2,5,10,Closed
R090,Strategic,Reputation,"Kontraktor tidak berwibawa dan kompeten.
",Pihak Kerajaan (Tower Project Management) hendaklah menyediakan terma-terma kontrak yang menjaga kepentingan Kerajaan. Pihak Kerajaan hendaklah menguatkuasakan terma-terma kontrak jika Kontraktor ingkar/tidak mematuhi keperluan.,"Bahagian 
Perolehan KDN
Item 1: M1

Tower Project Management 
Item 2: M3

Tower Project Management Kontraktor 
Item 3: M3",2,5,10,Closed
R091,Strategic,Reputation,"Kontraktor tidak berwibawa dan kompeten.
",Kontraktor hendaklah menyediakan Human Resource yang kompeten dan mencukupi mengikut Pelan Pengurusan Sumber yang telah dipersetujui. Sumber  manusia yang dilantik khas untuk melaksanakan projek .,"Bahagian 
Perolehan KDN
Item 1: M1

Tower Project Management 
Item 2: M3

Tower Project Management Kontraktor 
Item 3: M3",2,5,10,Closed
R092,Project Management,Scope,Kekangan ruang bagi penempatan rak perkakasan pusat data Projek  di PDSA B8.,Pusat data JIM yang sedia ada sebagai pusat data  alternatif,"MAMPU, JIM, PPK",3,3,9,Closed
R093,Project Management,Scope,Kekangan ruang bagi penempatan rak perkakasan pusat data Projek  di PDSA B8.,"Kontraktor hendaklah menyediakan perancangan dan pengiraan keperluan perkakasan  dengan tepat dan terperinci
Mendapatkan jadual pelaksanaan D6 melalui MAMPU bagi membolehkan Kontraktor membuat perancangan pemasangan atau pelan mitigasi.","MAMPU, JIM, PPK",3,3,9,Closed
R094,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,PPK/ IPM hendaklah membuat penetapan melalui penguatkuasaan terma kontrak dalam penglibatan warga asing di dalam projek Kerajaan.,,3,5,15,Closed
R095,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,PPK/ IPM hendaklah mewujudkan dan menguatkuasa proses pengurusan maklumat sulit supaya terkawal dan tidak jatuh ke pihak ketiga yang tidak berkenaan.,,3,5,15,Closed
R096,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Risk ini dicadangkan menjadi Isu,,3,5,15,Closed
R097,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Kontraktor  menyenaraikan senarai nama warga asing yang terlibat,,3,5,15,Closed
R098,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,Surat rasmi telah dikeluarkan kepada Kontraktor untuk mengemukakan senarai cadangan kakitangan bukan warga negara Malaysia yang terlibat di dalam projek.,,3,5,15,Closed
R099,Project Management,Procurement,Pihak Kerajaan melantik Kontraktor yang menggunakan kepakaran asing untuk pelaksanaan projek dan pembangunan aplikasi.,"Perkara ini perlu dibawa ke Mesyuarat Pasukan Projek, Jawatankuasa Teknikal dan Jawatankuasa Pemandu",,3,5,15,Closed
R100,Application and Technical,"Infrastructure (DC,DRC,NICC,Server)",Pelaksanaan  tidak dapat dilaksanakan di pos Imigresen yang berada di kawasan pedalaman.,"Pihak JIM perlu menyediakan infrastruktur asas di lokasi yang telah dikenal pasti sebelum Projek  bermula.
i) Site Visit untuk kawasan pedalaman Sabah dan Sarawak perlu dimasukkan ke dalam Pelan Pelaksanaan.","Bahagian Khidmat Pengurusan JIM -
 M1",5,5,25,Closed
R101,Project Management,Time,Pelan pelaksanaan bengkel belum dikeluarkan oleh Kontraktor  yang akan menyebabkan kelewatan pelaksanaan fasa RDS.,"Pelan Pelaksanaan RDS telah dibentangkan pada 12, 15, 23 dan 29 Mac",Tower Project Management Kontraktor ,5,5,25,Closed
R102,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Pelan Pelaksanaan Pengujian yang komprehensif;,"Che Azian, Azlan
Item1: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2 -Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Item2: 17-Jul-2021 (Sebelum sesi semakan URS). 

Item3: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2-Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Noor Ezleen 
Item4: Seperti yang dijelaskan semasa perbincangan mengenai Jadual Pelaksanaan Perkhidmatan IV&V pada 18 Jun 2021 dan telah dipersetujui, penilaian quality gates boleh dilaksanakan mengikut skop/modul dan rangka kerja penilaian quality gates akan dinyatakan di dalam IV&V Quality Assurance Plan.

Draf pertama Quality Assurance Pelan akan dihantar untuk semakan pada 14-Julai-2021.",4,5,20,Closed
R103,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Human Resource yang mencukupi;,"Che Azian, Azlan
Item1: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2 -Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Item2: 17-Jul-2021 (Sebelum sesi semakan URS). 

Item3: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2-Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Noor Ezleen 
Item4: Seperti yang dijelaskan semasa perbincangan mengenai Jadual Pelaksanaan Perkhidmatan IV&V pada 18 Jun 2021 dan telah dipersetujui, penilaian quality gates boleh dilaksanakan mengikut skop/modul dan rangka kerja penilaian quality gates akan dinyatakan di dalam IV&V Quality Assurance Plan.

Draf pertama Quality Assurance Pelan akan dihantar untuk semakan pada 14-Julai-2021.",4,5,20,Closed
R104,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Penyediaan Integrated Plan yang akan memberi gambaran keseluruhan terhadap interdependency; dan,"Che Azian, Azlan
Item1: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2 -Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Item2: 17-Jul-2021 (Sebelum sesi semakan URS). 

Item3: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2-Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Noor Ezleen 
Item4: Seperti yang dijelaskan semasa perbincangan mengenai Jadual Pelaksanaan Perkhidmatan IV&V pada 18 Jun 2021 dan telah dipersetujui, penilaian quality gates boleh dilaksanakan mengikut skop/modul dan rangka kerja penilaian quality gates akan dinyatakan di dalam IV&V Quality Assurance Plan.

Draf pertama Quality Assurance Pelan akan dihantar untuk semakan pada 14-Julai-2021.",4,5,20,Closed
R105,Project Management,Time,Kebergantungan aktiviti pengujian secara khususnya pada fasa quality gates antara Kontraktor  dan Pasukan IV&V mungkin menyebabkan kelewatan projek.,Pilihan untuk Go With Risk di mana kebenaran untuk ke fasa seterusnya diberikan berdasarkan kepada kesediaan modul dan bukan aktiviti keseluruhan.,"Che Azian, Azlan
Item1: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2 -Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Item2: 17-Jul-2021 (Sebelum sesi semakan URS). 

Item3: Pelan pelaksanaan pihak IV&V telah diserahkan kepada pihak Kerajaan pada 23-Jun-2021 dan telah dipersetujui. Jadual ini akan diserahkan kepada pihak Pasukan Projek kerajaan pada 2-Jul-2021.
Aktiviti IV&V telah dipersetujui untuk dilaksanakan dalam tempoh 10 hari bekerja selepas menerima notis kerajaan. Maka, aktiviti IV&V tiada kebergantungan kepada fasa quality gates kontraktor .

Noor Ezleen 
Item4: Seperti yang dijelaskan semasa perbincangan mengenai Jadual Pelaksanaan Perkhidmatan IV&V pada 18 Jun 2021 dan telah dipersetujui, penilaian quality gates boleh dilaksanakan mengikut skop/modul dan rangka kerja penilaian quality gates akan dinyatakan di dalam IV&V Quality Assurance Plan.

Draf pertama Quality Assurance Pelan akan dihantar untuk semakan pada 14-Julai-2021.",4,5,20,Closed
R106,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.","Tower CMT, hendaklah melaksanakan engagement dengan pengurusan tertinggi agensi untuk makluman dan persetujuan sebelum projek bermula. (Pengurus Change Management)","Tower Bisnes Kerajaan
Item1: Selesai

Tower Project Management Kerajaan
Item1, Item2, Item3  & Item4: Sebelum RDS dimuktamadkan (September 2021)",5,4,20,Closed
R107,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.","Pihak Kerajaan hendaklah menyediakan projek charter antara KDN dan agensi dengan menekankan skop kolaborasi, jadual pelaksanaan, deliverables serta pasukan yang terlibat semasa fasa permulaan projek . (PMO KDN).","Tower Bisnes Kerajaan
Item1: Selesai

Tower Project Management Kerajaan
Item1, Item2, Item3  & Item4: Sebelum RDS dimuktamadkan (September 2021)",5,4,20,Closed
R108,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.",Melaksanakan libat urus bersama agensi berkaitan bagi mendapatkan kelulusan Policy persetujuan integrasi antara agensi,"Tower Bisnes Kerajaan
Item1: Selesai

Tower Project Management Kerajaan
Item1, Item2, Item3  & Item4: Sebelum RDS dimuktamadkan (September 2021)",5,4,20,Closed
R109,Project Management,Integration,"Tidak mendapat kerjasama, sokongan dan persetujuan daripada 24 agensi terlibat semasa pelaksanaan projek.",Mewujudkan Jawatankuasa Kerja Integrasi yang dipengerusikan oleh Ketua PPK dan diurus setiakan oleh Tower Aplikasi Pasukan Projek .,"Tower Bisnes Kerajaan
Item1: Selesai

Tower Project Management Kerajaan
Item1, Item2, Item3  & Item4: Sebelum RDS dimuktamadkan (September 2021)",5,4,20,Closed
R110,Application and Technical,System Development,Sesi Engagement bersama pihak Agensi belum dilaksanakan,Sesi engagement bersama pihak Agensi yang terlibat perlu dilaksanakan dengan kadar segera sebelum 15/5/2021 bagi memberi peluang kepada sebarang perubahan yang berlaku semasa sesi RDS dan sebelum sign off URS yang dijadualkan pada 10/06/2021.,"Kontraktor 
Tower Aplikasi - Integrasi",5,5,25,Closed
R111,Project Management,Human Resource,Notis pendek dalam pertukaran ahli pasukan projek di pihak Kontraktor.,PPK/ IPM hendaklah menetapkan terma dan klausa pertukaran ahli pasukan projek (cth: sebarang pertukaran hendaklah dimaklumkan 2 bulan sebelum pertukaran dibuat).,"Tower Project Management Kerajaan
Item 1: M4 
Item 2: Sepanjang pelaksanaan projek ",4,5,20,Closed
R112,Project Management,Human Resource,Notis pendek dalam pertukaran ahli pasukan projek di pihak Kontraktor.,PPK hendaklah menguatkuasakan terma dan klausa kontrak.,"Tower Project Management Kerajaan
Item 1: M4 
Item 2: Sepanjang pelaksanaan projek ",4,5,20,Closed
R113,Project Management,Time,Pelan Pelaksanaan belum diterima dan disemak oleh Work Stream / Tower Kerajaan,Mengemukakan pelan pelaksanaan dengan kadar segera bagi membolehkan semakan dapat dilakukan oleh Work Stream/ Tower Kerajaan.,Tower Project Management Kontraktor ,4,4,16,Closed
R114,Project Management,Time,Pelan Pelaksanaan belum diterima dan disemak oleh Work Stream / Tower Kerajaan,Mengadakan perbincangan bersama supaya jadual pelaksanaan antara IV&V dan IPM dapat diselaraskan.,Tower Project Management Kontraktor ,4,4,16,Closed
R115,Application and Technical,ICT Security,Kekangan penggunaan Application Lifecycle Management (ALM) i.e. JIRA yang tidak boleh berada di on-premise KDN.,"Menggunakan software tools lain yang boleh berada di on-premise KDA, atau","Pasukan IV&V

Perbincangan dengan PPK pada 9-Julai, 2021, untuk menetapkan tarikh lawatan ke MTSSB Software Testing Lab

Penghantaran surat kepada Kerajaan dijangka pada 12 Julai 2021.",2,2,4,Closed
